#Namespace(arch='AlexNet', batch_size=128, beta1=0.9, beta1_tl=0.9, beta2=0.999, beta2_tl=0.999, checkpoint=False, checkpoint_file=None, clustering='sklearn', data_dir='./data', dataset='MNIST', deep_cluster_and_contrastive_loss=False, ds_split='train', ds_train=True, epochs=25, grayscale=False, input_dim=1, loss_fn='CrossEntropy', lr=0.05, lr_tl=0.05, metrics=True, metrics_dir='./metrics/MNIST/5_runs_100_epochs/', metrics_file=None, momentum=0.9, momentum_tl=0.9, num_classes=10, optimizer='SGD', optimizer_tl='SGD', param_requires_grad=False, pca=True, pca_method='faiss', pca_reduction=256, pca_whitening=True, reassign_clustering=False, reassign_optimizer_tl=True, requires_grad=True, seed=None, sobel=False, verbose=True, weight_decay=1e-05, weight_decay_tl=1e-05)
epoch,loss_avg,contrastive_loss_avg,deep_cluster_loss_avg,accuracy,true_accuracy,nmi_true_pred,nmi_epochs,epoch_time,train_time,features_time,cluster_time,pca_time
0,1.4611659,0.0,1.4611659,0.4639924,0.42329393696581197,0.501555374951262,0.0,280.67883253097534,116.71707224845886,46.95427393913269,8.947480201721191,107.91159272193909
1,0.9280852,0.0,0.9280852,0.66511416,0.447399172008547,0.5102858968439636,0.45251393708290244,295.6524393558502,117.0071849822998,43.47136688232422,8.00354552268982,127.02406120300293
2,0.88219124,0.0,0.88219124,0.6825588,0.2725360576923077,0.3005648754538885,0.38692543300679755,282.46737122535706,111.45570373535156,45.957257986068726,7.275486707687378,117.65198421478271
3,0.8713301,0.0,0.8713301,0.6837941,0.2953559027777778,0.33602305132000804,0.4089305526285007,280.3693416118622,112.5056140422821,43.716551780700684,10.17785120010376,113.82976579666138
4,0.7970928,0.0,0.7970928,0.70799947,0.34259815705128205,0.3886504177122116,0.43811487636263063,269.49373269081116,110.31776165962219,42.9404821395874,7.952992677688599,108.1432375907898
5,0.7698407,0.0,0.7698407,0.71859974,0.31066372863247865,0.34903921925343667,0.454795427119206,269.451687335968,110.8679428100586,43.53150987625122,9.864564895629883,105.04805088043213
6,0.74545604,0.0,0.74545604,0.7296341,0.2993456196581197,0.36091893799999425,0.4410026656124878,270.7224552631378,110.79203677177429,43.76604151725769,8.798236608505249,107.22512030601501
7,0.700258,0.0,0.700258,0.7490151,0.27358774038461536,0.3569254656768008,0.452201070775185,274.5230140686035,111.25146102905273,43.36057686805725,8.140727043151855,111.62961316108704
8,0.7178076,0.0,0.7178076,0.7323384,0.26595886752136755,0.34957117388504716,0.5654908437393525,271.8756830692291,111.35417985916138,43.34989333152771,10.08855676651001,106.94223952293396
9,0.751607,0.0,0.751607,0.7268129,0.2530048076923077,0.2940070644298504,0.4355770027835278,279.7632954120636,110.86401081085205,43.61655950546265,7.687382698059082,117.349529504776
10,0.75427127,0.0,0.75427127,0.72417533,0.31799212072649574,0.3544657033542057,0.47558295894756863,272.1971573829651,111.29934287071228,43.26640820503235,8.380930185317993,109.11173224449158
11,0.7680787,0.0,0.7680787,0.7177484,0.27145098824786323,0.329132892363772,0.46032735827615573,280.38823556900024,111.05460596084595,43.44307231903076,10.427542448043823,115.32148051261902
12,0.78762126,0.0,0.78762126,0.70903444,0.29862780448717946,0.3204907327595922,0.42337005798150856,274.92359590530396,110.78109121322632,43.47474002838135,10.628382444381714,109.89792394638062
13,0.5661714,0.0,0.5661714,0.80225027,0.2963575053418803,0.3843911616602848,0.41874732383353563,278.9903824329376,114.11044907569885,43.19914102554321,9.707748413085938,111.73970365524292
14,0.6737077,0.0,0.6737077,0.7479133,0.3313802083333333,0.3781834851204527,0.4911033541701244,270.6562774181366,110.88677883148193,43.241864919662476,8.669144630432129,107.71833372116089
15,0.7239187,0.0,0.7239187,0.73517627,0.3037192841880342,0.335012848565024,0.4607248051122548,273.9997978210449,110.39118981361389,43.48804950714111,8.053998470306396,111.92502808570862
16,0.68177885,0.0,0.68177885,0.751035,0.3537326388888889,0.4072430347458694,0.4721006437590853,268.22833490371704,110.88753366470337,43.22714281082153,7.539563894271851,106.43405055999756
17,0.65046555,0.0,0.65046555,0.76223624,0.35717147435897434,0.40950532580074667,0.45632942294251927,272.5122263431549,110.89258527755737,43.61727952957153,8.178889274597168,109.68224430084229
18,0.6674363,0.0,0.6674363,0.7449586,0.40431356837606836,0.451358726194773,0.44613568906476314,277.9508469104767,111.13326954841614,43.42141389846802,7.667018890380859,115.59011173248291
19,0.7070304,0.0,0.7070304,0.7364617,0.32084668803418803,0.36921329933030167,0.43675143574354847,274.1381447315216,111.12159061431885,43.51723551750183,8.619638919830322,110.73787307739258
20,0.63346326,0.0,0.63346326,0.7623197,0.33066239316239315,0.3944577944355115,0.5336491475796508,277.52042841911316,114.09204316139221,43.51781225204468,8.890165328979492,110.85570621490479
21,0.69386417,0.0,0.69386417,0.73654515,0.42970419337606836,0.4550928450830451,0.5044317578106382,271.56297755241394,110.69338941574097,46.20139932632446,7.90313720703125,106.6258852481842
22,0.65298927,0.0,0.65298927,0.7575955,0.3154380341880342,0.37261914634308957,0.5022084903144405,272.08572030067444,110.55070447921753,43.60662364959717,9.064504623413086,108.72257661819458
23,0.639964,0.0,0.639964,0.7661258,0.29468816773504275,0.3625426479008689,0.423926177510639,274.2389636039734,110.77032732963562,43.49665093421936,6.871812343597412,112.96200442314148
24,0.7716635,0.0,0.7716635,0.70829993,0.3470052083333333,0.37032459309375143,0.45524341742103397,277.9326903820038,112.6008791923523,43.637911319732666,7.981864929199219,113.57098889350891
